train_size,test_precision,test_recall,test_f1-score,test_support
2,0.890686274509804,0.875,0.8203605710066454,256
8,0.8925623739919355,0.89453125,0.8651752077831287,256
32,0.8260624562324931,0.85546875,0.8365655304963634,256
512,0.9723597935267857,0.97265625,0.9724764993116503,256
1024,0.9723597935267857,0.97265625,0.9724764993116503,256
